id,num_orders
1028232,216.9580634384115
1127204,226.9279759979272
1212707,157.1596421050624
1082698,56.77616126946439
1400926,44.05489022752079
1284113,165.376539440052
1197966,304.4315341532138
1132739,217.75692540319065
1057981,111.44859544072648
1095932,119.3463999614968
1454421,123.37612503413366
1149765,279.85065258360123
1166964,214.67635176990322
1010949,235.58971387262557
1409575,40.43510640835172
1181616,72.17133377509182
1456020,212.85274939800277
1264395,204.69930525071405
1472931,140.31641853972175
1412015,109.34385159612708
1461229,144.16431155231874
1014564,132.03653244543978
1485914,83.99933382261476
1345389,97.75913706512652
1006833,108.6874897952497
1174921,31.331793180515508
1175393,30.09655288363728
1152412,40.2432958496355
1497398,40.795036891593696
1363486,26.391523535391947
1366766,30.627203566683406
1192413,27.56380424234545
1319547,227.55449914389692
1337684,141.23346525802998
1479766,209.53215745046316
1460444,1146.3515163997236
1139730,832.4717872188824
1115056,389.070136931939
1335827,90.38882458924435
1385333,408.705170492905
1096323,655.6894354717215
1230693,708.4846746632037
1027016,120.32940695397492
1181520,105.99235379339248
1306234,137.18894082564765
1271440,689.8173223519861
1269834,444.25527301831335
1176823,592.0856118150389
1193098,75.40002727252049
1034878,70.70596270930194
1010243,119.44226763939272
1451807,165.73446635493215
1016845,142.1874283937773
1198021,191.09170560475684
1413802,50.89112309256045
1231223,87.73781990569442
1274226,466.25263128844165
1425142,413.6564949723318
1211593,263.54835283498005
1419190,47.65656706498126
1180223,52.654534638383915
1194932,152.7333070193965
1323477,195.94489837378785
1371595,200.9513934016208
1171521,142.18790530085963
1052384,128.22035323157567
1060921,109.44220087964372
1261811,97.41288161038692
1246502,143.1851284971217
1497466,178.68451626236393
1232717,69.95329318377374
1136112,65.75556821902042
1196334,260.2598081267333
1349533,192.0061920156429
1463406,196.25287776261547
1447686,110.8060059214753
1336105,80.45034293287547
1012855,465.89934348726655
1180646,403.04773749956007
1062490,256.7819491148614
1098228,855.4109927627445
1101375,843.8183191087587
1400016,401.5810285896695
1439889,56.07234366897264
1408468,92.322698758799
1044490,85.62204406270263
1290002,396.96810981921
1190633,557.7404001431418
1040430,685.963471585362
1049366,112.57523238221599
1224120,130.76088595783597
1293810,161.9133751111024
1197335,580.7808887013872
1323989,419.93710842578315
1129467,519.5737243798947
1229328,46.76538596679777
1164395,47.611403480056346
1217722,74.66810531648402
1171266,165.3489692592946
1024905,153.43623224254426
1343027,223.07907499979032
1141892,42.06754345878464
1302404,62.04594322667558
1170447,436.93499686430823
1140772,355.0030347068971
1103484,273.8723972519883
1387134,32.92882456843778
1117711,32.907230161727895
1472121,34.86686634959275
1289523,301.98079682016316
1091114,328.0706138195285
1043572,362.65696464881023
1103283,146.12558223134144
1265051,139.59904832779037
1168741,136.80956812923978
1052776,92.33221723743827
1206564,130.39714213605626
1302153,215.2741958044139
1083754,59.49244064373131
1097952,53.5572058114943
1251605,51.85419379957235
1333032,454.8457573758151
1086936,182.0414379333912
1088412,147.84338514997913
1236400,38.294275472373926
1244516,54.05458652697725
1380381,51.7412454804887
1495062,378.02093393771065
1439647,273.32825542810815
1019214,282.9131872909
1316160,555.2599235180551
1022008,549.5074671939022
1138248,230.65243727983614
1052922,45.809690028558414
1181474,82.26759812098007
1046475,60.84238316894254
1216688,238.48573289477352
1067565,465.190128809372
1008328,397.01710620076125
1430287,194.325156936537
1406716,208.42044955134372
1105380,176.75413518550323
1248694,554.4746713506788
1252163,311.22522154868204
1443474,338.7808131087469
1033716,40.14243344269812
1300295,42.04099369910099
1311882,37.08574240589545
1257968,62.037049684338555
1226362,227.6027408641955
1030655,171.47230704323616
1210527,122.20067677325265
1278927,35.984194119518605
1232239,51.6224055877475
1133067,280.75211433943474
1382522,400.1311542044646
1219136,272.0848881389675
1498130,29.29700799418943
1251629,31.971913129710593
1032092,29.577275818777498
1249865,119.76537111756875
1207630,150.22313665696151
1144733,157.63464511562782
1436768,57.665574832009455
1148964,50.12053978397871
1237346,222.38318101283585
1206015,77.43025111230403
1105113,155.64416040302174
1430481,36.58638116935061
1001589,72.34001259406787
1224132,70.24601068733577
1074380,340.42286795558175
1097109,309.1072043985821
1211246,287.48821704016154
1390579,395.69007944136024
1473058,391.6795836175952
1186964,161.8979645268705
1222837,40.9195298675162
1342393,77.79268900918646
1170472,181.7747193063459
1170791,347.43923019628124
1046653,306.26290868893835
1195179,133.64793497961156
1332509,170.7378174986967
1438300,168.81765072100274
1435748,522.6935999042536
1052668,255.16462975841145
1227060,328.2343584958796
1342252,37.831535046422125
1143109,37.197467782695064
1394807,38.869967953026226
1448374,52.31598576732144
1028680,147.64990733338735
1079691,105.44136668748581
1402079,36.6704027152654
1424446,70.13092163204239
1133297,256.57230083175943
1076214,436.4275348918962
1173823,302.1450058969214
